Name (Profile),Created date,Post type,Message,Posts,Likes,Reactions,Post shares,Comments,Mention data,Total engagement,Mention business
Skooldio,2023-02-24,added_photos,"ในวันที่ใครๆ ล้วนบอกว่าโลกนี้ขับเคลื่อนด้วยข้อมูล แต่จะมีเพียงกี่คนที่สามารถสื่อสารข้อมูลได้อย่างมีประสิทธิภาพ?
.
มาร่วมค้นหาความสามารถพิเศษของคุณกับทักษะ 'สื่อสารข้อมูลให้คนอื่นเข้าใจ’ ด้วย Quiz จาก Chart Doktor ที่จะทำให้คุณเข้าใจบทบาทตัวเองในโลกของข้อมูลได้มากขึ้น พร้อมเคล็ดลับอัปเกรดการนำเสนอข้อมูลของคุณ ให้เจ๋งกว่าโชว์ตัวเลขบนสไลด์
.
ไปเล่นได้เลยที่ >>> https://quiz.tryinteract.com/#/5faad3da979aa30014189067
เล่นแล้วอย่าลืมมาแชร์กันนะ ว่าได้อะไรบ้าง เราพร้อมช่วยพัฒนาทักษะการสื่อสารข้อมูลของคุณ ให้ดีขึ้นอย่างเห็นผล
.
—-----------------
ถ้าคุณคือคนที่พรีเซนต์ข้อมูลแต่ไม่มีใครเข้าใจ วิเคราะห์ข้อมูลมาอย่างดี แต่โน้มน้าวเจ้านายไม่ได้สักที ห้ามพลาดกับเวิร์กชอป 1 วันเต็มที่จะเปลี่ยนให้คุณและองค์กรสามารถตัดสินใจทางธุรกิจด้วยข้อมูลอย่างมีประสิทธิภาพ ก้าวนำคู่แข่งรายอื่นๆ กับเวิร์กชอป Effective Data Storytelling
.
🤩 เรียนกับ Instructor ที่ #รู้จริง #ทำจริง #สอนจากประสบการณ์จริง จากประสบการณ์ทำงานใน Silicon Valley ดร.ต้า-วิโรจน์ จิรพัฒนกุล อดีต Data Scientist ที่ Facebook Headquarter
.
👉 สมัครเลย !! >> https://to.skooldio.com/dljQ0tBZFxb
🔥🔥 โอกาสสุดท้าย 5 ที่นั่ง ลดทันที ฿2,000 เมื่อใส่โค้ด EDS2 (ในนามบุคคลเท่านั้น)
#หรือ สมัคร 2 ท่านขึ้นไป ลดทันทีท่านละ 1,000 บาท เมื่อใส่โค้ด EDS2_PACK2 (สมัครในนามองค์กร และบุคคลทั่วไป) 
.
เรียนรู้ 6 เทคนิคการทำ Data Storytelling
✅ Know Your Audience รู้ว่ากำลังสื่อสารกับใคร และเขาต้องการข้อมูลอะไร
✅ Select the  Right Visual เลือกกราฟ และแผนภูมิให้เหมาะสมกับข้อมูลที่นำเสนอ
✅ Maximizing Clarity ลดความยุ่งเหยิง ตัดสิ่งที่จะมาดึงความสนใจจากสาระสำคัญที่ต้องการสื่อ
✅ Set the Stage เล่าบริบทของเรื่องราวเป็น เพื่อให้คนฟังเข้าใจความสำคัญ
✅ Structuring Your Presentation จัดโครงสร้างการนำเสนอให้เป็นระเบียบ ง่ายต่อการจดจำและติดตามเรื่องราว
✅  Creating Effective Slides เปลี่ยนสไลด์เดิม ให้อธิบายถึงสิ่งที่อยากจะเล่าภายในสไลด์นั้นได้เอง
.
ดูรายละเอียดหลักสูตร และสมัครเรียนได้ที่ 👉 https://to.skooldio.com/dljQ0tBZFxb (รับจำนวนจำกัด)

#Skooldio #UpSkillwithSkooldio #DataStorytelling",1,21,24,21,1,TRUE,67,TRUE
Skooldio,2023-02-24,added_photos,"😍ซื้อ 2 หลักสูตร ได้ราคาคุ้มกว่า!!  มัดรวมเวิร์กชอปเปิดโลกสู่อาชีพ UX/UI Designer เรียนรู้พร้อมลงมือปฏิบัติจริง โดยที่ไม่ต้องมีทักษะมาก่อน Workshop 2 วันเต็มในรูปแบบ Onsite กับส่วนลดพิเศษ 4,300 บาท !!
.
สมัครเลย👉 https://to.skooldio.com/JRxs8MrMFxb
หรือขอใบเสนอราคาในนามองค์กร 👉 https://to.skooldio.com/r9kw1anOTwb
.
🧑‍💻 UX Foundations เวิร์กชอปที่ออกแบบมาให้คุณเรียนรู้ เข้าใจ และฝึกฝนกระบวนการออกแบบ User Experience สำหรับ Digital Product (Website, Application) ตั้งแต่ต้นจนจบ
.
📱💻 UI Design Essentials เวิร์กชอปเรียนรู้ตั้งแต่พื้นฐานด้านจิตวิทยาของการออกแบบ ได้เรียนรู้การควบคุมสายตาของผู้ใช้ วิเคราะห์ความแตกต่างของ iOS, Android, Mobile web, Desktop web และรายละเอียดการออกแบบที่ทั้งประสบความสำเร็จ และล้มเหลวต่างๆ เพื่อปรับมาใช้ในงานของเราเอง
.
สอนโดยผู้เชี่ยวชาญตัวจริงในวงการ UX/UI
👨‍🏫 คุณอภิรักษ์ ปนาทกูล (Founder of UX Academy และอดีต Google Developers Expert in UX/UI)
👨‍🏫 คุณสุธัม ธรรมวงศ์ ( Product Development Director at TheLivingOS)
.
==========================
.
☝️ หลังจากเวิร์กชอปนี้ผู้เรียนจะสามารถ คุณจะได้..
✅ เข้าใจทฤษฎีการออกแบบเบื้องต้น สามารถออกแบบ/แนะนำ/ปกป้อง/ปรับปรุงผลงานได้ด้วยเหตุผล มากกว่าความรู้สึก
 เรียนรู้ความแตกต่างของการออกแบบระหว่าง Digital Product กับสื่อประเภทอื่น
✅ ประยุกต์ใช้แนวคิดและเทคนิคการวาด Wireframe ในการสื่อสาร
✅ เข้าใจพื้นฐานแนวคิดของ iOS, Android, Mobile Web, Desktop Web ว่าส่งผลต่อการออกแบบอย่างไร ควรออกแบบให้เหมือนหรือต่างกันอย่างไร
✅ ใช้เครื่องมืออย่างง่ายในการทำ Prototype ที่ทุกทีมสามารถทำได้โดยไม่ต้องใช้ซอฟต์แวร์ราคาแพง ทำให้การคิดงาน UI ไม่จำกัดอยู่แค่ทีมออกแบบเท่านั้น
✅ อธิบายได้ว่า UX คืออะไร รวมถึงกระบวนการพื้นฐานที่เกี่ยวข้อง
✅ เขียน Customer Journey, User Flow เพื่อทำความเข้าใจผู้ใช้งาน Product ของ เรา
.
UX Foundations รุ่นที่ 15
🔴 เรียน Onsite กับผู้เชี่ยวชาญตัวจริง
⏱ วันที่ 12 มีนาคม 2566 l เวลา: 09:00 - 17:00 น.
📍 Skooldio Office - MBK ชั้น 20
.
UI Design Essentials รุ่นที่ 13
🔴 เรียน Onsite กับผู้เชี่ยวชาญตัวจริง
⏱ วันที่ 18 มีนาคม 2566 l เวลา: 09:00 - 17:00 น.
📍 Skooldio Office - MBK ชั้น 20
.
#Skooldio #UXFoundations #UIDesignEssentials #UserExperience #UserInterface #UX #UI",1,3,4,1,0,FALSE,8,FALSE
Skooldio,2023-02-24,added_photos,"🤔 จะเลือกภาษาพัฒนา Microservices ยังไงให้ปังดีน้าาา 🤔
.
พบกับ 8 เช็คลิสต์ ที่จะช่วยให้คุณเลือกภาษาในการพัฒนา Microservices ได้ทันที !! (+ tips แถมให้)
.
✅ สนับสนุนการทำงานแบบอัตโนมัติ (Culture of Automation)
✅ สามารถ deploy ขึ้นระบบได้อย่างอิสระต่อกัน (Independent Deployment)
✅ คำนึงถึงผู้ใช้งานเป็นอันดับแรก (Consumer-first Approach)
✅ สามารถสร้าง service ได้ตรงตามรูปแบบธุรกิจนั้น ๆ (Modeled Around Business Domain)
✅ สนับสนุนการทำงานแบบ Continuous Integration (Culture of Continuous Integration)
✅ สามารถตรวจสอบได้ง่ายในกรณีต่าง ๆ (Highly Observable)
✅ สามารถแยก component ต่าง ๆ ออกจากกันได้ ไม่ต้องรวมศูนย์ (Decentralization of Components)
✅ สามารถแก้ไขได้โดยไม่ต้องยุ่งเกี่ยวกับ dependent code หรือโค้ดที่สัมพันธ์กับโค้ดชุดอื่น ๆ (Implementation Details Hidden)
.
Tips: นอกจากคุณสมบัติเหล่านี้แล้ว เราควรคำนึงถึงเรื่องอื่น ๆ ด้วย ไม่ว่าจะเป็น
.
🔸 เลือกภาษาที่ทำให้โค้ดของเราไม่ยุ่งยากเวลาพัฒนา (Simplify coding)
🔸 ไม่ควรใช้ภาษาที่รันบน Virtual Machine (VM-based language) เนื่องจากใช้ memory ค่อนข้างสูง
🔸 เลือกภาษาที่ทำให้คุณสร้าง Static Binaries ได้ เพื่อลดขนาดของ image และหลีกเลี่ยง Constant Update
🔸 เลือกภาษาที่สามารถบริหารจัดการ traffic มาก ๆ ได้ และตอบสนองต่อ request ต่าง ๆ ได้รวดเร็ว
.
จริง ๆ แล้วการเลือกภาษามาพัฒนา Microservices นั้น ไม่มีกฎที่ตายตัว และไม่จำเป็นต้องใช้เพียงภาษาเดียวเท่านั้น (นี่เป็นข้อดีของ Microservices เลยล่ะ) ซึ่งแต่ละภาษาก็จะมีข้อดี ข้อเสียแตกต่างกันไป ดังนั้นเราควรเลือกภาษาโดยอ้างอิงจาก Business Model ของเรา และควรมีคุณสมบัติตามที่กล่าวไปข้างต้น
.
แต่ว่าการเลือกภาษาเป็นแค่ส่วนหนึ่งของการพัฒนา Microservices เท่านั้น ยังมีอีกหลายขั้นตอน ตั้งแต่ การ Design Develop ไปจนถึง Deploy ขึ้นระบบ ซึ่งการทำ Microservices ที่ดี ควรจะต้องทำเป็นทั้ง 3 ขั้นตอน เพื่อให้เห็นภาพการทำงานของทั้งระบบจริง ๆ และควรทำได้แบบ Best Practices ซึ่งทางเราก็ขอแนะนำ...
.
Microservices Workshop 👉 เวิร์กชอป 4 วันเต็ม รูปแบบ Onsite ที่คุณจะได้ลงมือทำจริงทุกขั้นตอนของ Microservices แบบ Best Practices จากเคสจริง โดยผู้เชี่ยวชาญตัวจริง ประสบการณ์กว่า 10 ปี คุณปุ๋ย-สมเกียรติ ปุ๋ยสูงเนิน (เจ้าของเพจ somkiat.cc)
.
😍 ซื้อ 2 หลักสูตร ได้ราคาคุ้มกว่า!! สมัครวันนี้แบบ Bundle 2 เวิร์กชอป ได้ราคาถูกกว่า !! ลดทันที 4,900 บาท อ่านรายละเอียดเพิ่มเติมที่นี่ >> https://to.skooldio.com/sszlQJfXFxb
.
🔴 Microservices Design รุ่นที่ 12
🕘 วันที่ 21-22 มีนาคม 2566 | เวลา 09.00 - 17.00 น.
📍 Skooldio Office - MBK Tower
.
🟠 Microservices Development to Deployment รุ่นที่ 12
🕘 วันที่ 4-5 เมษายน 2566 | เวลา 09.00 - 17.00 น.
📍 Skooldio Office - MBK Tower
.
สำหรับผู้ที่สนใจสมัครทั้งในนามบุคคล หรือ ในนามองค์กร จำนวน 2 ท่านขึ้นไป 
สามารถติดต่อทีมงานเพื่อคุยรายละเอียดเพื่อสำรองที่นั่งได้ก่อนใคร
☎️ ติดต่อคุณหมุย โทร: 085-110-7777 / Email: kanticha.j@skooldio.com
☎️ ติดต่อคุณบอล โทร: 065-651-7974 / Email: nitipat@skooldio.com
.
อ่านรายละเอียดเวิร์กชอปได้ที่นี่ >> https://to.skooldio.com/sszlQJfXFxb
.
#Skooldio #UpSkillwithSkooldio #Microservices",1,12,12,11,1,FALSE,36,TRUE
Skooldio,2023-02-24,mobile_status_update,"3 วันสุดท้าย! 
นักศึกษา
ลุ้นเรียนฟรี 🤩
(อ่านต่อในคอมเมนต์)",1,53,53,7,1,FALSE,114,FALSE
Skooldio,2023-02-25,added_photos,"ใครไม่พื้นฐานออกแบบ แต่สนใจงาน UX/UI ยกมือขึ้น🙋‍♀️
.
หลายๆคนคงคิดว่า UX/UI Designer จะต้องวาดรูปเก่ง ✏️ แต่จริงๆแล้ว UX/UI Designer ไม่จำเป็นต้องวาดรูปเก่ง เพราะ UX/UI เป็นการออกแบบที่เอาหลักการและข้อมูลมาใช้ ซึ่งสามารถเรียนรู้ได้
.
วันนี้ Skooldio มี How to วาด แบบร่างของเว็บไซต์ หรือ Wireframe ที่เป็นเครื่องมือสำคัญของเหล่า UX/UI Designer มาฝากกัน เป็น How to ง่ายๆ สำหรับมือใหม่ที่แค่วาดสี่เหลี่ยม สามเหลี่ยม วงกลมได้ ⏺🔼⏹ ก็สามารถวาด Wireframe ที่ไม่จำเป็นต้องคราฟท์ต้องเป๊ะมาก แต่สามารถทำให้เห็นภาพรวมและสื่อสารงานออกแบบออกไปได้
.
แล้วคุณจะรู้ว่าการวาด Wireframe ไม่ได้ยากอย่างที่คิด! 🔥
.
อ้างอิง
https://careerfoundry.com/.../ui-design/ui-animation-tools/
https://www.nngroup.com/.../draw-wireframe-even-if-you.../
.
====================================
ถ้าคุณอยากเริ่มก้าวแรกสู่สาย UX/UI ห้ามพลาด! เวิร์กชอป 2 วันเต็ม ที่คุณจะได้เรียนรู้ เข้าใจ และฝึกฝนกระบวนการออกแบบ User Experience สำหรับ Digital Product และเรียนรู้เทคนิคการออกแบบ User Interface ให้ตอบโจทย์ Users 
.
UX Foundations รุ่นที่ 15
🔴 เรียน Onsite กับผู้เชี่ยวชาญตัวจริง
⏱ วันที่ 12 มีนาคม 2566 l เวลา: 09:00 - 17:00 น.
📍 Skooldio Office - MBK ชั้น 20
.
UI Design Essentials รุ่นที่ 13
🔴 เรียน Onsite กับผู้เชี่ยวชาญตัวจริง
⏱ วันที่ 18 มีนาคม 2566 l เวลา: 09:00 - 17:00 น.
📍 Skooldio Office - MBK ชั้น 20
.
สมัครเลย https://to.skooldio.com/cV3pSNJkGxb
.
📞สอบถามข้อมูลเพิ่มเติม
- คุณเปา โทร: 098-278-8549 / Email: kittawat.s@skooldio.com
- คุณการ์ตูน โทร: 097-925-1663 / Email: kullacha.p@skooldio.com
.
#Skooldio #UXUI #UserExperience #UXFoundations #userinterface",1,57,58,281,0,TRUE,396,FALSE
Skooldio,2023-02-25,mobile_status_update,"Flutter Developer Roadmap  ใครอยากได้แนวทางอัปสกิล Flutter ห้ามพลาด!
(อ่านต่อในคอมเมนต์)",1,78,78,99,3,FALSE,258,FALSE
Skooldio,2023-02-26,added_photos,"Skooldio ใจดี 🤩 แจกคอร์สฟรีสำหรับนักศึกษาเท่านั้น!
.
แจกผู้โชคดีทั้งหมด 3 คน คนละ 1 รางวัล โดยสามารถเลือกได้ดังนี้ 🤗
1. Data Pack
2. Product Management Pack
3. Business and Consulting Pack
4. UX/UI Pack
5. Fronted-end Developer Pack
6. สายไหนก็เรียนได้ Pack
ดูรายละเอียดแต่ละ Pack ได้ที่ 👉 https://to.skooldio.com/student-discount-campaign
.
เพียงทำตามกติกาง่าย ๆ
1. กดไลค์เพจ Skooldio
2. แท็กเพื่อน 3 คนใต้คอมเมนต์
3. แชร์โพสต์นี้ โดยตั้งค่าความเป็นส่วนตัวเป็น ""สาธารณะ""
4. สำหรับข้อ 1-3 อย่าลืม Capture รูปไว้เป็นหลักฐานนะ
5. กรอกแบบฟอร์มลงทะเบียนที่ 👉 https://to.skooldio.com/student-free-register-fb
6. รอรับอีเมลประกาศผู้โชคดีได้เลย
.
🗓 หมดเขตลงทะเบียน วันอาทิตย์ ที่ 26 กุมภาพันธ์ 2566 เวลา 23.59 น.
🗓 ประกาศผลผู้โชคดีภายในวันจันทร์ที่ 27 กุมภาพันธ์ 2566 ผ่านอีเมลที่กรอกในแบบฟอร์มลงทะเบียน
.
*Skooldio ขอสงวนสิทธิ์ให้การสนับสนุนนิสิต/นักศึกษาเท่านั้น หากท่านใดกรอกข้อมูลไม่เป็นความจริงสคูลโอขอสงวนสิทธิ์ในการเข้าร่วมกิจกรรม
.
#Skooldio #Lifelonglearning #SkooldioforU #SelfDevelopment",1,1,1,2,0,TRUE,4,TRUE
Skooldio,2023-02-26,added_photos,"🙍🏻‍♂️ คนแบบนี้แหละที่ Facebook จะดันเป็น Manager 🚀
“ที่ Facebook สิ่งสำคัญในการเลือกใครสักคนเป็น Manager คือเขาคนนั้นต้องอยากเป็น Manager อย่างแท้จริง” คำสัมภาษณ์ของ Lori Goler รองประธานฝ่าย People ที่เปิดเผยกับ Business Insider ถึงเกณฑ์คัดเลือก Manager ที่ Facebook
.
นอกจากเรื่องแพสชันที่ถูกหยิบมาพิจารณาแล้ว เธอยังวิเคราะห์อย่างเข้มข้นจากการพูดคุยกับพนักงานกว่า 12,000 คน เพื่อค้นหาคุณสมบัติเด่นของสุดยอด Manager ที่สร้างประสบการณ์ล้ำค่าในการทำงานให้คนในทีม จนสกัดออกมาได้ 7 ข้อ ดังนี้
.
.
1️⃣ ห่วงใยคนในทีม
จุดเริ่มต้นที่จะช่วยทำให้คุณเห็นได้ชัดขึ้นว่าใครที่ “อยากเป็น Manager” มากกว่า “ต้องเป็น Manager” เพื่อความก้าวหน้าในอาชีพ แม้จะดูเป็นเรื่องธรรมดาแต่จริงๆ แล้วนี่คือคุณสมบัติที่หาได้ยากในองค์กรยุคใหม่ที่เปลี่ยนแปลงอย่างรวดเร็ว ซึ่งคนที่มีแพสชันของ Leader ต้องมีความสัมพันธ์ที่ดีกับคนในทีมและอยากเห็นพวกเขาประสบความสำเร็จ
.
.
2️⃣ ให้โอกาสทุกคนเติบโต
ทีมฝ่ายบุคคลของ Facebook พบว่าสิ่งที่ทำให้พนักงานแฮปปี้กับ Manager มากที่สุด คือการที่พวกเขารู้สึกว่าได้รับโอกาสในการเรียนรู้และพัฒนาตัวเองอยู่เสมอ
.
.
3️⃣ กำหนดความคาดหวังและเป้าหมายที่ชัดเจน
ปกติแล้วที่ Facebook จะรีวิวผลงานของพนักงานเป็นประจำปีละ 2 ครั้ง และให้คอยให้ฟีดแบ็คทั้งแง่บวก-แง่ลบ สิ่งสำคัญคือพนักงานทุกคนต้องไม่เซอร์ไพร์สกับฟีดแบ็คนั้นๆ ซึ่ง Manager ที่ดีต้องทำให้คนในทีมเข้าใจถึงความคาดหวังและเป้าหมายที่ตั้งไว้ให้กับพนักงานแต่ละคนอย่างชัดเจน
.
.
4️⃣ ให้ feedback บ่อยครั้ง และทำได้จริง
อีกหนึ่งวัฒนธรรมสำคัญของ Manager ที่ดีที่ Facebook คือการให้ฟีดแบ็คอย่างสม่ำเสมอ หัวหน้าต้องบอกให้แต่ละคนในทีมทราบว่า เพื่อนร่วมงานและผู้บริหารมีคำแนะนำต่อการทำงานของเขาอย่างไร นอกจากนี้ Manager ต้องสร้างบรรยากาศให้ทุกคนกล้าแสดงความเห็น เมื่อทีมสัมผัสได้ถึงความน่าเชื่อถือและโปร่งใส ก็จะช่วยเพิ่มประสิทธิภาพการทำงานได้ดียิ่งขึ้น
.
.
5️⃣ คอยสนับสนุนให้ทีมทำงานได้ตามเป้าหมาย
Manager ที่ยอดเยี่ยมจะไม่ลงมาจุกจิกกับรายละเอียดปลีกย่อย แต่จะคอยดูภาพรวมและหาทางกำจัดอุปสรรคในการทำงานให้กับทีม พร้อมให้ข้อมูลเชิงลึก เพื่อช่วยให้งานสำเร็จตามเป้าหมาย
.
.
6️⃣ รับผิดชอบต่อความสำเร็จของทีม
เพื่อกระตุ้นพนักงานให้มีแรงจูงใจในการทำงานมากขึ้น คนในทีมจำเป็นต้องรู้ว่าหัวหน้าจะปรับความรับผิดชอบให้เหมาะสมกับผลงานของพวกเขา
.
.
7️⃣ ให้คุณค่ากับผลงานที่โดดเด่น
ข้อสุดท้าย พนักงานที่มีส่วนร่วมกับองค์กรมากที่สุดให้ความเห็นว่า พวกเขาแฮปปี้กับการทำงานในสภาพแวดล้อมที่พร้อมให้คุณค่าและร่วมยินดีกับผลงานที่สร้าง impact ได้
.
Source : hhttps://to.skooldio.com/facebook-best-managers
.
🚀 ถ้าคุณอยากเรียนรู้วิธีการบริหารคนรุ่นใหม่หรือ New Ways of Working รวมถึงเริ่มต้นทำ Culture Transformation ที่เอื้อต่อการสร้างสรรค์นวัตกรรมใหม่ๆ เพื่อความได้เปรียบอย่างยั่งยืน
.
ห้ามพลาด! 💥 Digital Leadership Essentials Workshop หลักสูตรเข้มข้น 2 วันเต็ม 😍 พร้อมทั้งลงมือทำและถาม-ตอบทุกข้อสงสัยในการพัฒนาองค์กรสู่ยุคดิจิทัล ที่สามารถนำความรู้ไปปรับใช้ในองค์กรได้ทันที 🤩⚡️ 
.
💥 พิเศษ! สมัคร 2 ท่านขึ้นไป เหลือเพียงที่นั่งละ 26,000 บาท 💥 จากราคาเต็ม 32,000 บาท
.
 👨🏻‍🏫 Digital Leadership Essentials รุ่นที่ 1 
🗓 เสาร์-อาทิตย์ที่ 11-12 มีนาคม 2566 
⏰ เวลา 09.30 - 17.00 น. 
🏢 Location - Montien Hotel Surawong Bangkok @ An-An Room
.
 📌 อ่านรายละเอียดเพิ่มเติมได้ที่ 👉 https://to.skooldio.com/GxkeFdDlHxb
.
สามารถติดต่อสำรองที่นั่ง หรือสอบถามข้อมูลเพิ่มเติม
📞  ติดต่อคุณบอส โทร: 086-999-6950 / Email: kroekbodin.s@skooldio.com
.
.
#DigitalLeadershipEssentials #DLE #DLEbySkooldio #Skooldio",1,17,17,21,1,TRUE,56,TRUE
Skooldio,2023-02-27,added_photos,,1,3,3,,0,FALSE,6,FALSE
Skooldio,2023-02-27,added_photos,"ถ้าคุณเป็น Product Manager แล้วคุณอยากจะปรับ Website หน้าไหนของบริษัทคุณ? 🚀
.
มาดูสรุปสำคัญจากคลาส Data-Driven Product Manager โดยคุณวิโรจน์ จิรพัฒนกุล - Managing Director, Skooldio และคุณพัชรมัย ตติยวัฒนชัย - Principle Product Manager, Agoda 
.
1. ในฐานะ PM เราต้องคิดถึง Journey ของ Users ว่าเป็นอย่างไร ดู Data แล้วส่วนไหนของ Journey ที่มีปัญหาเราถึงจะเริ่มตัดสินใจและลงมือทำต่อไป
2. เครื่องมือที่จะทำให้เราคิด Metrics เพื่อที่จะวัดหรือจะ track อะไรได้คือ Customer Journey ซึ่งการนำ Metrics ไปวัดในทุก ๆ ขั้น Journey ของลูกค้า แล้วรวบรวม Data มาวิเคราะห์ จะช่วยให้ทีมสามารถคิดหาทางแก้ไขปัญหาที่ Users พบเจอได้ถูกจุด
3. Metrics ที่ดีต้องเป็นตัวเลขที่ทำให้ Action ของเราเปลี่ยนไป หรือจูงใจให้เราอยากทำอะไรบางอย่าง
4. หลายครั้งมักจะไม่มี Metrics ตัวเดียวที่จะสามารถวัดทุก ๆ อย่างได้ อยากให้ใช้หลาย Metrics ร่วมกัน เพื่อให้เข้าใจ Mechanic ของมัน
5. PM ที่ดีควรระมัดระวังในการอ่าน Data เพื่อที่จะไปสื่อสารกับทีมอื่นๆ ได้ถูกจุด และรวดเร็ว ซึ่งสิ่งที่น่ากลัวกว่าการไม่ใช้ Data นั้นคือการใช้ Data ในทางที่ผิด
6. ในฐานะ PM สิ่งที่จะทำให้คุณทำงานได้ดีขึ้นคือการมี Dashboard ซึ่งจะเป็นสิ่งที่จะช่วยให้คุณตัดสินใจ และช่วยให้เห็นทั้งโอกาส และความเสี่ยงในการทำธุรกิจ 
7. ถ้าเราสามารถเขียนโปรแกรมพวก SQL ได้เบื้องต้น คุณอาจจะเห็นข้อมูลบางอย่างหรือเห็นโอกาสทางธุรกิจบางอย่างได้เร็วกว่าคนอื่นในทีม และจะสามารถส่งต่องานได้เร็วยิ่งขึ้น
8. สำหรับการทำ Product Design สามารถเอา Data ไปใช้ได้คือเรารู้ข้อมูล Qualitative เรารู้ What ในขณะที่ทีม User Experience รู้ Why ที่สามารถทำให้เราตั้งคำถามได้ถูกจุดเพื่อไปหา Solution ที่สามารถแแก้ Pain Point ของ Users ได้ตรงจุด
.
บางส่วนจากคลาสของ Product Management Bootcamp รุ่น 4

______________________________________________

โอกาสในการเริ่มต้นเป็น Product Manager อยู่ไม่ไกล! เรียนรู้จากประสบการณ์ตรงของผู้พัฒนา Digital Products ชื่อดังของไทย และต่างประเทศอย่างใกล้ชิด 🚀
.
10 สัปดาห์กับหลักสูตรสุดเข้มข้นที่คุณจะได้เรียนรู้ทุกเนื้อหาสำคัญในทุกกระบวนการ 
ไม่ว่าจะเป็น
🔹 Product Discovery ค้นหาโอกาสและไอเดียใหม่ๆ ในการสร้าง Product อย่าง Product Management, Product Vision / Strategy, และ Lean Startup
🔹 Product Development พัฒนา Product และเลือกใช้ Tools ออกแบบประสบการณ์ให้ตอบโจทย์ผู้ใช้งาน อย่าง Design Thinking, UX/UI, และ Tech Proficiency
🔹 และ Product Delivery เรียนรู้การทำงานในทีม และการวางกลยุทธ์ก่อนส่งมอบ Product ให้ผู้ใช้งาน อย่าง Data Analytics, Agile / Scrum, PM Soft Skills และ Product Launch
.
ลงทะเบียนแสดงความสนใจรุ่นถัดไป เพื่อรับส่วนลดพิเศษก่อนใคร 👉
https://to.skooldio.com/2qIktTmBJxb
หรือติดต่อสอบถามเพิ่มเติม
คุณเปา โทร 098-278-8549
คุณการ์ตูน โทร 097-925-1663 

#Skooldio #Upskillwithskooldio #productmanager #datadriven #data #pmbbyskooldio #pmb4byskooldio",1,25,25,40,1,TRUE,91,TRUE
Skooldio,2023-02-27,added_photos,"เป็นมนุษย์ Data มักจะนำเสนอผลงานไม่ค่อยรู้เรื่อง? ทำข้อมูลมาอย่างละเอียดแต่โน้มน้าวให้หัวหน้าตัดสินใจไม่ได้?
.
ในวันที่ใครๆ ล้วนบอกว่าโลกนี้ขับเคลื่อนด้วยข้อมูล แต่มีเพียงกี่คนที่สามารถสื่อสารข้อมูลได้อย่างมีประสิทธิภาพ หรือนำมาเล่าเรื่องราวให้น่าสนใจเพื่อต่อยอดในอนาคต ร่วมหาคำตอบในการเปลี่ยนตัวคุณไม่ว่าจะเป็นมนุษย์ Data หรือคนทำงานที่ต้องนำเสนอข้อมูลเวลาพรีเซนต์งานได้ในเวิร์กชอปใหม่อย่าง Effective Data Storytelling สื่อสารข้อมูลให้รู้เรื่อง พร้อมนำเสนอและโน้มน้าวผู้อื่น
.
👉 สมัครเลย !! >> https://to.skooldio.com/N5J9bSEoExb
🔥🔥 โอกาสสุดท้าย 5 ที่นั่ง ลดทันที ฿2,000 เมื่อใส่โค้ด EDS2 (ในนามบุคคลเท่านั้น)
#หรือ สมัคร 2 ท่านขึ้นไป ลดทันทีท่านละ 1,000 บาท เมื่อใส่โค้ด EDS2_PACK2 (สมัครในนามองค์กร และบุคคลทั่วไป) 
.
🤩 เรียนรู้ 6 เทคนิคการทำ Data Storytelling
✅ Know Your Audience รู้ว่ากำลังสื่อสารกับใคร และเขาต้องการข้อมูลอะไร
✅ Select the  Right Visual เลือกกราฟ และแผนภูมิให้เหมาะสมกับข้อมูลที่นำเสนอ
✅ Maximizing Clarity ลดความยุ่งเหยิง ตัดสิ่งที่จะมาดึงความสนใจจากสาระสำคัญที่ต้องการสื่อ
✅ Set the Stage เล่าบริบทของเรื่องราวเป็น เพื่อให้คนฟังเข้าใจความสำคัญ
✅ Structuring Your Presentation จัดโครงสร้างการนำเสนอให้เป็นระเบียบ ง่ายต่อการจดจำและติดตามเรื่องราว
✅  Creating Effective Slides เปลี่ยนสไลด์เดิม ให้อธิบายถึงสิ่งที่อยากจะเล่าภายในสไลด์นั้นได้เอง
.
ดูรายละเอียดหลักสูตร และสมัครเรียนได้ที่ 👉 https://to.skooldio.com/N5J9bSEoExb (รับจำนวนจำกัด)
.
💻 Effective Data Storytelling รุ่นที่ 2 💻
📅 ศุกร์ที่ 3 มีนาคม 2566
🕘 เวลา 09.30 - 17.00 น.
🏫 Skooldio Space, 20 Fl. MBK Tower, BTS สนามกีฬาแห่งชาติ

#Upskillwithskooldio #Skooldio #DataStorytelling",1,24,24,23,0,TRUE,71,FALSE
